"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"12865",4,2500,1920,23,"female",1,39,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"12866",4,2500,1920,23,"female",1,36,862,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"12867",4,2500,1920,23,"male",1,45,820,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"12868",4,2500,1920,23,"female",1,40,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"12869",1,2500,1920,23,"female",1,9,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12870",1,2500,1920,23,"female",1,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12871",1,2500,1920,23,"female",1,6,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12872",1,2500,1920,23,"male",1,4,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12873",1,2500,1920,23,"male",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12874",4,2500,1920,23,"female",1,50,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"12875",1,2500,1920,23,"female",1,25,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"12876",1,2500,1920,23,"female",1,17,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"12877",1,2500,1920,23,"male",1,14,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"12878",1,2500,1920,23,"male",1,27,362,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"12879",1,2500,1920,23,"female",1,23,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"12880",1,2500,1920,23,"female",1,0,999,1,"Massachusetts","Native born, and both parents native born",NA
"12881",1,2500,1920,23,"female",1,20,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"12882",1,2500,1920,23,"male",1,20,362,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"12883",1,2500,1920,23,"female",1,0,999,NA,"Massachusetts","Native born, and both parents native born",NA
"12884",1,2500,1920,23,"male",1,54,362,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"12885",5,15050,1920,23,"male",1,48,713,NA,"Nova Scotia","Foreign born","(40,50]"
"12886",5,15050,1920,23,"female",1,53,999,NA,"Nova Scotia","Foreign born","(50,60]"
"12887",4,2500,1920,23,"male",1,20,516,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12888",4,2500,1920,23,"female",1,17,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12889",4,2500,1920,23,"female",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12890",4,2500,1920,23,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12891",4,2500,1920,23,"male",1,25,786,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12892",5,15000,1920,23,"female",1,27,999,NA,"Canada","Foreign born","(20,30]"
"12893",2,2500,1920,23,"male",1,29,786,NA,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"12894",1,2500,1920,23,"female",1,26,999,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"12895",5,15000,1920,23,"male",1,31,791,NA,"Canada","Foreign born","(30,40]"
"12896",5,15000,1920,23,"female",1,31,999,NA,"Canada","Foreign born","(30,40]"
"12897",5,15000,1920,23,"female",1,7,999,5,"Canada","Foreign born","(0,10]"
"12898",5,15000,1920,23,"male",1,49,791,NA,"Canada","Foreign born","(40,50]"
"12899",5,15000,1920,23,"female",1,48,999,NA,"Canada","Foreign born","(40,50]"
"12900",5,45300,1920,23,"male",1,43,148,NA,"Germany","Foreign born","(40,50]"
"12901",5,45311,1920,23,"female",1,42,999,5,"Baden","Foreign born","(40,50]"
"12902",4,2500,1920,23,"female",1,21,995,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12903",4,2500,1920,23,"male",1,20,554,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12904",5,45312,1920,23,"male",1,66,152,NA,"Bavaria","Foreign born","(60,70]"
"12905",5,45312,1920,23,"female",1,68,999,NA,"Bavaria","Foreign born","(60,70]"
"12906",4,4400,1920,23,"male",1,53,791,NA,"Rhode Island","Native born, and both parents foreign","(50,60]"
"12907",3,2500,1920,23,"female",1,46,999,NA,"Massachusetts","Native born, and mother foreign, father native","(40,50]"
"12908",1,2500,1920,23,"male",1,13,999,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"12909",1,2500,1920,23,"male",1,10,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"12910",5,15050,1920,23,"male",1,39,782,NA,"Nova Scotia","Foreign born","(30,40]"
"12911",1,2300,1920,23,"female",1,41,999,NA,"Maine","Native born, and both parents native born","(40,50]"
"12912",2,2500,1920,23,"male",1,12,999,1,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"12913",2,2500,1920,23,"female",1,10,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"12914",2,2500,1920,23,"male",1,4,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"12915",1,2500,1920,23,"female",1,65,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"12916",3,2500,1920,23,"male",1,35,768,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"12917",4,2500,1920,23,"female",1,39,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"12918",1,1300,1920,23,"male",1,12,999,4,"Georgia","Native born, and both parents native born","(10,20]"
"12919",1,1300,1920,23,"male",1,9,999,4,"Georgia","Native born, and both parents native born","(0,10]"
"12920",1,2500,1920,23,"male",1,5,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12921",1,2500,1920,23,"female",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12922",1,2500,1920,23,"female",1,1,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"12923",5,40500,1920,23,"male",1,33,362,NA,"Sweden","Foreign born","(30,40]"
"12924",5,40500,1920,23,"female",1,27,999,NA,"Sweden","Foreign born","(20,30]"
"12925",4,2500,1920,23,"male",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"12926",5,42600,1920,23,"male",1,61,482,NA,"Switzerland","Foreign born","(60,70]"
"12927",5,45346,1920,23,"female",1,49,999,NA,"Sachsen-Coburg","Foreign born","(40,50]"
"12928",4,2500,1920,23,"female",1,18,995,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12929",4,2500,1920,23,"female",1,18,995,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12930",1,2300,1920,23,"male",1,51,980,NA,"Maine","Native born, and both parents native born","(50,60]"
"12931",1,2300,1920,23,"female",1,51,999,NA,"Maine","Native born, and both parents native born","(50,60]"
"12932",1,2500,1920,23,"male",1,24,994,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"12933",1,2500,1920,23,"male",1,22,707,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"12934",1,2500,1920,23,"male",1,17,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"12935",4,2500,1920,23,"male",1,63,400,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"12936",4,2500,1920,23,"female",1,61,999,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"12937",5,40400,1920,23,"female",1,55,928,NA,"Norway","Foreign born","(50,60]"
"12938",5,40400,1920,23,"male",1,20,662,NA,"Norway","Foreign born","(10,20]"
"12939",5,40400,1920,23,"female",1,33,928,NA,"Norway","Foreign born","(30,40]"
"12940",5,41000,1920,23,"male",3,64,370,NA,"England","Foreign born","(60,70]"
"12941",1,1700,1920,23,"female",3,59,999,NA,"Illinois","Native born, and both parents native born","(50,60]"
"12942",1,3600,1920,23,"female",3,38,988,NA,"New York","Native born, and both parents native born","(30,40]"
"12943",1,2300,1920,23,"female",3,43,994,NA,"Maine","Native born, and both parents native born","(40,50]"
"12944",5,45300,1920,23,"female",1,53,999,NA,"Germany","Foreign born","(50,60]"
"12945",4,2500,1920,23,"female",1,22,988,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12946",4,2500,1920,23,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"12947",5,41000,1920,23,"female",1,59,999,NA,"England","Foreign born","(50,60]"
"12948",4,2500,1920,23,"female",1,28,988,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12949",4,2500,1920,23,"male",1,27,707,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12950",4,2500,1920,23,"male",1,23,646,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12951",4,2500,1920,23,"female",1,19,988,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"12952",3,2500,1920,23,"male",2,40,574,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"12953",1,3600,1920,23,"female",2,30,999,NA,"New York","Native born, and both parents native born","(20,30]"
"12954",1,2500,1920,23,"female",2,8,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"12955",1,2500,1920,23,"female",2,3,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"12956",1,2500,1920,23,"male",2,35,990,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"12957",4,2500,1920,23,"female",1,66,999,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"12958",2,2500,1920,23,"female",1,36,995,4,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"12959",1,2500,1920,23,"female",1,14,999,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"12960",4,2500,1920,23,"female",1,61,999,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"12961",1,2500,1920,23,"male",1,25,986,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"12962",4,2500,1920,23,"male",1,43,148,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"12963",5,45300,1920,23,"female",1,37,999,NA,"Germany","Foreign born","(30,40]"
"12964",3,2500,1920,23,"male",1,9,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"12965",5,41000,1920,23,"male",1,35,791,NA,"England","Foreign born","(30,40]"
"12966",3,2500,1920,23,"female",1,29,999,NA,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"12967",2,2500,1920,23,"female",1,2,999,3,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"12968",2,2500,1920,23,"male",1,45,538,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"12969",1,2300,1920,23,"female",1,56,999,NA,"Maine","Native born, and both parents native born","(50,60]"
"12970",1,2500,1920,23,"male",1,15,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"12971",5,40500,1920,23,"male",1,66,158,NA,"Sweden","Foreign born","(60,70]"
"12972",5,41000,1920,23,"female",1,52,999,NA,"England","Foreign born","(50,60]"
"12973",4,2500,1920,23,"female",1,29,994,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12974",4,2500,1920,23,"female",1,26,862,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"12975",1,2500,1920,23,"male",1,47,846,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"12976",1,2300,1920,23,"female",1,31,999,NA,"Maine","Native born, and both parents native born","(30,40]"
"12977",1,2300,1920,23,"male",1,10,999,1,"Maine","Native born, and both parents native born","(0,10]"
"12978",1,2500,1920,23,"male",1,8,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"12979",5,15000,1920,23,"male",1,42,148,NA,"Canada","Foreign born","(40,50]"
"12980",5,15000,1920,23,"female",1,41,999,NA,"Canada","Foreign born","(40,50]"
"12981",1,2500,1920,23,"male",1,48,164,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"12982",1,3600,1920,23,"female",1,40,999,4,"New York","Native born, and both parents native born","(30,40]"
"12983",1,2500,1920,23,"female",1,14,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"12984",1,2500,1920,23,"male",1,77,999,NA,"Massachusetts","Native born, and both parents native born","(70,80]"
"12985",4,3600,1920,23,"female",1,73,999,NA,"New York","Native born, and both parents foreign","(70,80]"
"12986",5,43400,1920,23,"male",1,41,592,NA,"Italy","Foreign born","(40,50]"
"12987",5,43400,1920,23,"female",1,34,999,NA,"Italy","Foreign born","(30,40]"
"12988",4,2500,1920,23,"male",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"12989",4,2500,1920,23,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"12990",4,2500,1920,23,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"12991",5,43400,1920,23,"male",1,32,844,NA,"Italy","Foreign born","(30,40]"
"12992",5,43400,1920,23,"female",1,32,999,NA,"Italy","Foreign born","(30,40]"
"12993",4,3600,1920,23,"female",1,5,999,5,"New York","Native born, and both parents foreign","(0,10]"
"12994",4,3600,1920,23,"female",1,1,999,5,"New York","Native born, and both parents foreign","(0,10]"
"12995",5,43400,1920,23,"male",1,23,592,NA,"Italy","Foreign born","(20,30]"
"12996",4,2500,1920,23,"male",1,46,810,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"12997",4,2500,1920,23,"female",1,46,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"12998",1,2500,1920,23,"female",1,27,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"12999",1,2500,1920,23,"male",1,20,158,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13000",1,2500,1920,23,"male",1,19,158,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13001",1,2500,1920,23,"male",1,17,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13002",1,2500,1920,23,"male",1,15,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13003",1,2500,1920,23,"male",1,64,862,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"13004",1,2500,1920,23,"female",1,62,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"13005",1,2500,1920,23,"female",1,6,999,NA,"Massachusetts","Native born, and both parents native born","(0,10]"
"13006",1,5000,1920,23,"male",1,48,732,NA,"Vermont","Native born, and both parents native born","(40,50]"
"13007",1,2500,1920,23,"female",1,49,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13008",1,2500,1920,23,"female",1,23,988,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"13009",5,15000,1920,23,"male",1,40,795,NA,"Canada","Foreign born","(30,40]"
"13010",5,15000,1920,23,"female",1,41,999,5,"Canada","Foreign born","(40,50]"
"13011",5,15000,1920,23,"female",1,69,999,NA,"Canada","Foreign born","(60,70]"
"13012",5,15000,1920,23,"female",1,46,999,5,"Canada","Foreign born","(40,50]"
"13013",5,15000,1920,23,"female",1,44,154,5,"Canada","Foreign born","(40,50]"
"13014",4,2500,1920,23,"male",1,58,362,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"13015",3,2500,1920,23,"female",1,59,999,NA,"Massachusetts","Native born, and mother foreign, father native","(50,60]"
"13016",4,2500,1920,23,"male",1,39,735,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13017",3,2500,1920,23,"female",1,31,999,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"13018",1,2500,1920,23,"female",1,7,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"13019",1,2500,1920,23,"male",1,5,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"13020",5,15000,1920,23,"male",2,60,791,NA,"Canada","Foreign born","(50,60]"
"13021",5,15000,1920,23,"female",2,52,999,NA,"Canada","Foreign born","(50,60]"
"13022",4,2500,1920,23,"female",2,27,862,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13023",4,2500,1920,23,"male",2,21,994,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13024",1,900,1920,23,"female",2,64,999,NA,"Connecticut","Native born, and both parents native born","(60,70]"
"13025",1,2500,1920,23,"male",1,43,718,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13026",2,2500,1920,23,"female",1,30,999,NA,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"13027",1,2500,1920,23,"female",1,2,999,2,"Massachusetts","Native born, and both parents native born","(0,10]"
"13028",1,2500,1920,23,"male",1,46,785,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13029",1,2500,1920,23,"female",1,45,999,1,"Massachusetts","Native born, and both parents native born","(40,50]"
"13030",1,2500,1920,23,"female",1,21,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"13031",1,2500,1920,23,"female",1,19,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13032",1,3300,1920,23,"female",1,81,999,NA,"New Hampshire","Native born, and both parents native born","(80,90]"
"13033",1,2500,1920,23,"male",2,52,362,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"13034",1,2500,1920,23,"female",2,52,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"13035",1,2500,1920,23,"male",2,10,846,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13036",1,2500,1920,23,"female",2,60,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"13037",5,43400,1920,23,"male",1,53,920,NA,"Italy","Foreign born","(50,60]"
"13038",5,43400,1920,23,"female",1,43,999,NA,"Italy","Foreign born","(40,50]"
"13039",5,43400,1920,23,"male",1,25,711,5,"Italy","Foreign born","(20,30]"
"13040",5,43400,1920,23,"male",1,15,662,5,"Italy","Foreign born","(10,20]"
"13041",4,2500,1920,23,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13042",4,2500,1920,23,"female",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13043",5,15050,1920,23,"male",1,61,148,NA,"Nova Scotia","Foreign born","(60,70]"
"13044",5,15050,1920,23,"female",1,57,999,NA,"Nova Scotia","Foreign born","(50,60]"
"13045",4,2500,1920,23,"female",1,31,995,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13046",5,45300,1920,23,"male",1,52,544,NA,"Germany","Foreign born","(50,60]"
"13047",5,45300,1920,23,"female",1,46,999,NA,"Germany","Foreign born","(40,50]"
"13048",4,2500,1920,23,"female",1,21,994,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13049",4,2500,1920,23,"female",1,18,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13050",4,2500,1920,23,"female",1,17,995,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13051",4,2500,1920,23,"male",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13052",5,15000,1920,23,"male",1,43,918,NA,"Canada","Foreign born","(40,50]"
"13053",4,2500,1920,23,"female",1,40,999,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13054",5,41400,1920,23,"female",1,71,999,NA,"Ireland","Foreign born","(70,80]"
"13055",1,2500,1920,23,"male",1,37,980,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"13056",1,2500,1920,23,"female",1,38,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"13057",1,2500,1920,23,"male",1,15,994,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13058",1,2500,1920,23,"female",1,5,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13059",5,41000,1920,23,"male",1,43,384,NA,"England","Foreign born","(40,50]"
"13060",5,41400,1920,23,"female",1,34,999,NA,"Ireland","Foreign born","(30,40]"
"13061",5,41000,1920,23,"male",1,43,136,NA,"England","Foreign born","(40,50]"
"13062",5,41000,1920,23,"female",1,43,999,NA,"England","Foreign born","(40,50]"
"13063",5,41000,1920,23,"female",1,16,999,5,"England","Foreign born","(10,20]"
"13064",5,41000,1920,23,"male",1,13,999,5,"England","Foreign born","(10,20]"
"13065",4,2500,1920,23,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13066",4,2500,1920,23,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13067",5,41000,1920,23,"male",1,40,576,NA,"England","Foreign born","(30,40]"
"13068",5,41000,1920,23,"male",1,35,136,NA,"England","Foreign born","(30,40]"
"13069",5,41400,1920,23,"female",1,28,958,NA,"Ireland","Foreign born","(20,30]"
"13070",4,2500,1920,23,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13071",4,2500,1920,23,"female",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13072",4,2500,1920,24,"male",1,47,476,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13073",4,2500,1920,24,"female",1,46,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13074",1,2500,1920,24,"female",1,18,424,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13075",1,2500,1920,24,"male",1,17,112,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13076",1,2500,1920,24,"male",1,16,707,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13077",1,2500,1920,24,"male",1,13,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13078",1,2500,1920,24,"male",1,12,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13079",1,2500,1920,24,"male",1,10,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13080",1,2500,1920,24,"female",1,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13081",1,2500,1920,24,"female",1,6,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13082",1,2500,1920,24,"female",1,4,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13083",1,2500,1920,24,"female",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13084",1,2300,1920,24,"male",1,35,176,NA,"Maine","Native born, and both parents native born","(30,40]"
"13085",1,2500,1920,24,"female",1,36,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"13086",5,40500,1920,24,"male",1,39,394,NA,"Sweden","Foreign born","(30,40]"
"13087",5,40500,1920,24,"female",1,38,999,NA,"Sweden","Foreign born","(30,40]"
"13088",4,2500,1920,24,"male",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13089",4,2500,1920,24,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13090",4,2500,1920,24,"female",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13091",4,2500,1920,24,"female",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13092",5,40100,1920,24,"male",1,29,148,NA,"Finland","Foreign born","(20,30]"
"13093",5,40500,1920,24,"female",1,30,999,NA,"Sweden","Foreign born","(20,30]"
"13094",4,2500,1920,24,"female",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13095",4,2500,1920,24,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13096",4,2500,1920,24,"male",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13097",5,15000,1920,24,"male",1,64,164,NA,"Canada","Foreign born","(60,70]"
"13098",5,15000,1920,24,"female",1,58,999,NA,"Canada","Foreign born","(50,60]"
"13099",3,2500,1920,24,"male",1,47,524,NA,"Massachusetts","Native born, and mother foreign, father native","(40,50]"
"13100",5,15000,1920,24,"female",1,51,999,NA,"Canada","Foreign born","(50,60]"
"13101",1,2500,1920,24,"male",1,31,164,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"13102",4,2500,1920,24,"female",1,32,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13103",1,2500,1920,24,"female",1,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13104",1,2500,1920,24,"male",1,6,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13105",1,2500,1920,24,"female",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13106",1,2500,1920,24,"male",1,0,999,4,"Massachusetts","Native born, and both parents native born",NA
"13107",4,2500,1920,24,"male",1,59,148,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"13108",1,2500,1920,24,"female",1,49,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13109",2,2500,1920,24,"male",1,34,472,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"13110",1,2500,1920,24,"female",1,30,999,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13111",1,2500,1920,24,"male",1,6,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13112",1,2500,1920,24,"female",1,4,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13113",1,2500,1920,24,"male",1,2,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13114",1,2300,1920,24,"male",1,34,718,NA,"Maine","Native born, and both parents native born","(30,40]"
"13115",1,2500,1920,24,"female",1,34,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"13116",1,2500,1920,24,"female",1,27,994,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13117",1,2500,1920,24,"female",1,24,994,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13118",4,2500,1920,24,"male",1,47,482,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13119",4,2500,1920,24,"female",1,39,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13120",1,2500,1920,24,"male",1,9,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13121",2,5100,1920,24,"male",1,39,378,NA,"Virginia","Native born, and father foreign, mother native","(30,40]"
"13122",5,41100,1920,24,"female",1,29,791,NA,"Scotland","Foreign born","(20,30]"
"13123",3,2500,1920,24,"female",1,4,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"13124",5,45312,1920,24,"male",1,36,938,5,"Bavaria","Foreign born","(30,40]"
"13125",5,43400,1920,24,"male",1,34,830,5,"Italy","Foreign born","(30,40]"
"13126",5,45312,1920,24,"female",1,63,999,NA,"Bavaria","Foreign born","(60,70]"
"13127",5,41100,1920,24,"male",1,58,134,NA,"Scotland","Foreign born","(50,60]"
"13128",5,41100,1920,24,"female",1,56,999,NA,"Scotland","Foreign born","(50,60]"
"13129",5,41100,1920,24,"male",1,37,368,5,"Scotland","Foreign born","(30,40]"
"13130",5,41100,1920,24,"male",1,35,150,5,"Scotland","Foreign born","(30,40]"
"13131",5,41100,1920,24,"female",1,34,852,5,"Scotland","Foreign born","(30,40]"
"13132",4,2500,1920,24,"male",1,32,610,5,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13133",4,2500,1920,24,"female",1,30,852,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13134",4,2500,1920,24,"male",1,28,122,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13135",4,2500,1920,24,"male",1,27,362,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13136",4,2500,1920,24,"female",1,25,674,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13137",1,3400,1920,24,"male",1,46,970,NA,"New Jersey","Native born, and both parents native born","(40,50]"
"13138",4,2500,1920,24,"female",1,43,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13139",1,2500,1920,24,"male",1,23,852,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"13140",1,2500,1920,24,"female",1,21,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"13141",1,2500,1920,24,"female",1,20,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13142",1,2500,1920,24,"male",1,16,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13143",4,2500,1920,24,"male",1,25,158,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13144",4,2300,1920,24,"male",1,51,842,NA,"Maine","Native born, and both parents foreign","(50,60]"
